product_id,sku,name,description,category,subcategory,brand,base_price,cost,current_price,currency,stock_quantity,reorder_point,supplier_id,weight_kg,dimensions,avg_rating,num_reviews,is_featured,is_bestseller,status,created_date,last_updated,tags
PRDL0CZ738G,FAS-4X0BHM,Modern Clothing Item,Region any red have fall popular let our. Head seem store international market. List dog best probably up his simply. Whatever investment modern owner laugh.,Fashion,Clothing,Initech,240.28,147.66,264.1550861099146,USD,529.0,87.0,SUPBDOSXF,12.39,20x47x47,3.16,31.0,True,False,Active,2025-07-27 03:56:03.336183,2025-08-11 14:27:55.287575,"limited,eco-friendly,sale,popular,fashion"
PRDYLJRV1V5,BOO-RAODU1,Ultra Movies Solution,Computer place protect stay if structure tough. Job ahead glass building without.,  Books & Media,Movies,EliteOdonnell,32.0,20.81,25.963497724385697,USD,886.0,92.0,SUPVEN8N1,6.86,70x88x14,3.9,371.0,False,False,Active,2025-07-22 19:16:10.040883,2025-12-09 00:29:39.323903,"limited,exclusive,books-&-media"
PRDN1QTJN5R,FAS-XVVPVV,Ultra Shoes Item,Together always loss few little term. Carry physical bag note. Rise billion hot. Raise news catch else someone.,Fashion,Shoes,ObrienWorks,675.11,316.19,614.7010054752717,USD,824.0,87.0,SUP0WH45L,3.5,43x32x18,3.68,175.0,False,False,Active,2025-06-12 04:21:51.914065,2025-08-01 20:52:24.027892,"sale,fashion"
PRDTK36GZ2G,HOM-MYV2WJ,Ultra Storage System,Sure bad base. Race way this.,Home,Storage,RandolphPlus,1281.11,777.21,,USD,587.0,19.0,SUP0A9KFF,18.31,,3.91,62.0,False,False,Active,2025-04-30 04:04:35.976635,2025-11-09 13:19:36.059128,"new,storage"
PRDELRYOMKL,BOO-JMC804,Essential Music Item,Memory go realize give. Prepare trouble any check attorney keep. Impact return technology attorney.,Books & Media,Music,PrimeSchmidt,6.22,3.56,5.742190778294536,USD,494.0,77.0,SUPVP1JU7,8.7,33x17x18,3.34,33.0,False,False,Active,,2025-10-01 21:24:42.680799,"limited,eco-friendly,sale,new,music"
PRD809MK1KJ,BOO-93PO2B,Professional Books Solution,Century realize into save look.,Books & Media,Books,CoreSmith,5.21,2.37,5.357378776032052,USD,190.0,49.0,SUPERT9OU,10.77,13x49x42,3.72,332.0,False,False,Active,2025-06-18 18:47:38.611269,2025-06-19 23:16:18.271456,"exclusive,eco-friendly,books"
PRDEHN8EKQ2,HEA-62FAY0,Premium Fitness Item,Along agent avoid edge event just growth. Two family real common.,Health,Fitness,ZenCruz,231.97,143.87,275.91716722725505,usd,233.0,51.0,SUP7V5T9N,19.38,5x21x18,2.71,336.0,False,False,Low Stock,2025-01-05 20:09:15.358526,2025-01-28 14:46:28.040944,"popular,fitness"
PRDSU23JVXG,FAS-1X07RP,Eco Watches Item,Major contain power out. On none save support vote without.,Fashion,Watches,PrimeMorrison,166.42,96.61,198.30828949940258,USD,206.0,87.0,SUP2YY8YF,1.12,19x28x50,3.58,120.0,False,False,Active,2025-03-06 20:54:56.023562,2025-08-02 05:43:53.895269,"eco-friendly,popular,fashion"
PRDYNWPXUSQ,HEA-EUSK0D,Professional Personal Care Item,Piece smile word position p  attern. Important clearly main thousand. Color finish could magazine fund star.,Health,Personal Care,RamosLabs,51.38,31.56,46.1775816399159,USD,217.0,81.0,SUPG6D6YT,8.23,82x90x22,3.71,0.0,False,False,Discontinued,2025-01-14 08:23:20.032695,2025-11-03 00:18:12.504327,"new,sale,popular,health"
PRD0FRQ4YM5,ELE-WF0452,Eco Wearables Module,Cause your view themselves let firm miss music. Perhaps wrong together staff.,Electronics,Wearables,ZenCruz,173.98,102.65,146.33193998420413,USD,289.0,43.0,SUPVV8SGS,17.48,22x10x16,3.45,319.0,False,False,Active,2025-05-27 15:41:57.728677,2025-12-16 21:12:38.057681,"popular,eco-friendly,limited,electronics"
PRD2WN559HV,BOO-OKY6BU,Smart Movies Item,  Increase service important yeah. Study sign risk interview. Same need whatever section fund sell dinner the.,Books & Media,,HullHub,15.16,8.2,18.0389943142508,USD,454.0,85.0,SUPY0NY2C,10.64,23x93x10,4.4,14.0,False,False,Out of Stock,2025-03-10 19:01:05.684817,2025-10-11 18:30:52.504196,"limited,eco-friendly,sale,books-&-media"
PRD6Q8ER6FN,ELE-82VAKX,Smart Phones Unit,Rule use yeah travel drug realize picture. Better focus old prepare.,Electronics,Phones,EliteOdonnell,1096.21,9999999.0,1018.3571787406893,USD,465.0,76.0,SUPUTGS75,16.03,30x52x42,,117.0,False,False,Active,2025-04-30 01:43:09.881155,2025-12-05 20:03:16.999609,"new,eco-friendly,sale,phones"
PRDK63U1I7O,ELE-3TC4VU,Modern Wearables Module,,Electronics,Wearables,ZenGonzalez,483.16,306.98,394.74091767833454,USD,869.0,49.0,SUPK5PKVQ,17.91,29x23x50,4.05,,False,False,Active,2025-06-21 16:15:55.271407,2025-09-16 20:01:51.374057,"new,exclusive,limited,sale,wearables"
PRDTQQRP2MC,FAS-SXWQUF,Premium Shoes Item,Something difficult story occur four early investment. Question recognize walk rich let society. Traditional across laugh artist.,Fashion,shoES,PrimeMorrison,408.0,224.39,458.0640685813352,USD,86.0,,SUPGIJLOE,3.21,29x98x26,3.6,282.0,False,False,Active,2025-06-03 02:58:28.991881,2025-06-20 11:11:54.863431,"new,eco-friendly,fashion"
PRD3A08434I,,Eco Games Item,Need heart end treat easy ball art. Player operation civil.,Books & Media,Games,FordTech,30.04,14.6,29.856745043962366,USD,606.0,89.0,SUPNNGEJ7,5.54,93x94x15,4.95,,False,False,Active,2025-01-22 22:13:23.424319,2025-04-20 10:35:42.147481,"exclusive,games"
PRDIG4R3FEP,HOM-V97377,Deluxe Kitchen Set,Pressure recent task under project report increase. Around forget conference rather time physical notice record.,Home,Kitchen,RoyWorks,1471.28,817.87,1646.5165238523648,USD,890.0,82.0,SUPJA6IQC,18.68,93x26x26,4.9,472.0,False,False,Active,2025-10-25 05:43:01.740342,2025-11-24 14:02:14.319432,"popular,sale,home"
PRDLR6KIYOM,BOO-TKH6QT,Professional Games Solution,Carry treatment throughout friend. Bed perform bad reach able.,Books & Media,Games,ZenJackson,29.58,18.74,30.303758598582036,USD,65.0,65.0,SUPHKV3IK,13.84,97x73x27,5.0,109.0,False,False,Active,2025-03-19 19:31:10.276563,2025-12-08 08:28:37.079661,"limited,games"
PRDCT5TKUN8,BOO-5BCI9U,Premium Games Product,Attack here exist language natural network boy buy.,Books & Media,Games,ZenCruz,24.29,15.75,28.52370064496323,USD,589.0,25.0,SUP2S6SUC,17.29,89x90x29,5.0,98.0,True,False,Active,2025-07-14 14:53:20.176946,2025-11-05 02:40:58.659515,"popular,games"
PRD0OMLLHFA,BOO-3HXG39,Ultra Movies Item,General popular some four at site while. Morning region card performance force truth. Major north nearly phone health professional exist.,Books & Media,Movies,RamosLabs,11.14,6.76,9.790586177752774,USD,660.0,59.0,SUPN7WYDI,19.92,66x56x7,4.81,361.0,False,False,Low Stock,2025-09-16 11:59:15.020364,2025-12-13 12:03:10.862299,"eco-friendly,limited,movies"
PRD7UNVE5BA,BOO-JJE47V,Deluxe Movies Solution,Fall his feeling allow effect garden. Couple include everything. Occur word area technology country.,Books & Media,Movies,MaxHayes,7.32,3.22,7.357445287415451,USD,508.0,82.0,SUPT6SFPN,14.66,11x11x34,2.27,16.0,,False,Active,2025-04-28 13:26:11.416923,2025-10-01 07:31:27.642925,"new,popular,exclusive,eco-friendly,books-&-media"
PRD9VVEOXNJ,FAS-Q3JX3W,Premium Bags Item,Quite service music PM. Listen carry before star she. Hard catch provide recognize week develop all list.,Fashion,Bags,CastroWorks,272.9,120.05,293.4881801434806,USD,759.0,56.0,SUPHU476E,10.37,49x15x11,3.5,297.0,False,True,Active,2024-12-31 23:47:46.173667,2025-04-04 18:25:23.206859,"limited,exclusive,new,bags"
PRDTREW4ZKE,HOM-5FCSST,Classic Bedding Set,Person police bag family television reduce. Sense organization agency behavior. Maybe smile indicate choose method protect.,Home,Bedding,RobersonHub,1051.09,437.75,1066.8086996220286,USD,615.0,97.0,SUPOGYERK,0.92,96x6x24,3.79,55.0,False,False,Active,2025-02-25 09:05:24.220341,2025-05-05 06:33:43.742447,"eco-friendly,sale,new,home"
PRD1S6W12LM,HEA-RZN26T,Smart Supplements Item,Start administration threat cover just imagine catch. Bad break himself goal matter his lay. Fear form white man vote student such.,Health,Supplements,GutierrezPlus,15.09,8.24,,USD,451.0,70.0,SUPXCIWIW,12.2,100x99x21,3.79,178.0,False,False,Active,2025-09-16 00:40:27.534155,2025-10-02 10:12:14.920734,"sale,eco-friendly,exclusive,limited,supplements"
PRDCI856PQW,FAS-7ORT9E,Professional Jewelry Item,Financial such learn word it worker choice. Dog clearly season others reality trip certainly.,Fashion,Jewelry,JonesHub,712.55,373.77,683.7025547074479,USD,967.0,64.0,SUP7TGBHI,19.64,65x16X12,4.78,205.0,False,True,Active,2025-11-14 18:43:56.270024,2025-11-25 14:30:45.648965,"popular,eco-friendly,new,fashion"
PRD2NJTU95J,HOM-4JUOW1,NA,Become policy finish senior require. Resource truth certainly catch size. Sense college company improve improve.,Home,Furniture,RandolphPlus,284.07,170.56,254.3209052371625,usd,981.0,100.0,SUP9RCA97,11.29,58x70x32,2.16,466.0,False,True,Active,2025-03-12 18:25:30.657330,2025-09-03 23:08:45.235304,"popular,exclusive,limited,new,furniture"
PRDMS0MJZ1S,ELE-OBPC7E,Premium Cameras Kit,Age view role itself.,Electronics,Cameras,MaxHayes,110.84,73.73,95.72454292587939,USD,120.0,22.0,SUP55LPHD,4.46,8x80x13,2.83,78.0,False,False,Active,2025-11-19 19:28:03.464691,2025-11-22 22:57:38.791860,"sale,eco-friendly,cameras"
PRDL4SJX43R,FAS-X5DDE9,Essential Bags Item,Thousand pass role road whose. Policy be sign radio within gun certainly. Door street theory table hot somebody reality.,Fashion,Bags,CampbellOne,385.02,173.76,,USD,953.0,62.0,SUPO3UFSB,9.51,40x33x23,4.68,21.0,False,False,Active,2025-03-01 14:21:04.523633,2025-12-16 18:55:13.131036,"popular,exclusive,new,sale,fashion"
PRDNTBXOANP,HEA-V5R6FS,Ultra Medical Solution,It ever success information amount. Color position support religious.,Health,Medical,NeoSimmons,15.2,7.19,13.24356661795145,USD,856.0,61.0,SUPNU276Z,7.42,68x66x29,4.84,56.0,False,False,Active,2025-06-17 20:15:39.171275,2025-12-17 16:26:18.742428,"popular,sale,exclusive,limited,medical"
PRDOS1APK2N,HEA-DX6TCE,Advanced Supplements Item,Pull design bad only. Institution relationship low moment what south however. Area paper spend begin indeed. Tell tough baby out magazine think than.,Health,Supplements,BlairCo,35.52,23.41,42.102539502399644,USD,2.0,59.0,SUPR7443M,12.69,78x93x11,4.02,388.0,False,False,Active,2025-04-02 08:33:55.877077,2025-10-14 09:12:14.899602,"Popular,Eco-Friendly,Limited,Sale,Health"
PRDWOX0KBSP,ELE-WW7X4H,Ultra Cameras Device,Marriage easy admit sit. Successful expert benefit surface light debate far. Natural most often.,Electronics,Cameras,MaxHayes,112.43,72.92,109.25128728337678,USD,244.0,36.0,SUPHIY8RG,19.53,28x57x42,3.78,37.0,True,True,Active,2025-09-29 08:59:26.544991,2025-11-30 23:39:42.698616,"exclusive,eco-friendly,limited,electronics"
PRD4FMSH6GW,BOO-NJV6XO,Eco Music Item,Exactly method program. Professional it very else statement. Middle consumer discussion they whom story official.,Books & Media,Music,MurrayCo,32.01,13.17,29.396015657462065,USD,384.0,62.0,SUP0JVII4,11.36,40x56x49,4.34,99.0,False,False,Active,2025-04-30 13:29:45.660147,2025-07-25 12:47:03.560857,"exclusive,popular,music"
PRDQ8AV5HLN,HOM-KS6I4W,Premium Furniture System,So beautiful left enjoy answer. Table middle choice often pay collection show.,Home,Furniture,RoyWorks,477.46,284.98,528.390723384296,USD,648.0,58.0,SUPCDPN7T,19.71,16x39x26,4.38,246.0,False,False,Active,2025-08-02 09:13:31.922678,2025-08-07 23:00:54.488965,"popular,sale,home"
PRDGMW40BE4,BOO-49H7ZE,Smart Games Item,Environment woman personal. People local full as single worker window. Street student bank none although.,Books & Media,Games,ZenAnderson,38.04,21.35,45.60921560754483,USD,328.0,84.0,SUPGUXR16,10.82,44x14x9,5.0,53.0,False,,Active,2025-04-05 03:15:26.559754,2025-10-10 14:16:58.208075,"exclusive,popular,sale,books-&-media"
PRDHRE6CKLL,HOM-M4XWUN,Essential Storage Kit,Because inside hear walk. Carry detail environmental music pick always degree.,Home,Storage,MoralesCo,635.27,315.22,570.1589256498845,USD,,62.0,SUPCIPW5X,18.09,37x15x26,3.21,394.0,False,True,Active,2025-05-10 01:17:35.401806,2025-06-08 10:49:46.107598,"sale,home"
PRDMGIUFKKI,ELE-T15B0D,Advanced Phones Unit,Leader manage unit something while. Third suggest may operation. Organization fear magazine power worker response environmental first.,Electronics,Phones,RobersonHub,1315.77,823.4,1254.8921462758303,USD,291.0,30.0,SUPXER0U3,8.58,10x16x5,4.26,188.0,True,False,Active,2025-07-22 16:02:56.527031,2025-08-10 16:11:11.542648,"eco-friendly,new,exclusive,popular,phones"
PRDJE0ZKQNN,HOM-PBTXWH,Deluxe Lighting Set,Indeed country I next staff everybody mean.,Home,Lighting,PrimeMorrison,359.81,168.05,301.61914123198267,USD,478.0,89.0,SUPP8LKU7,11.69,21x92x8,3.31,189.0,False,False,Low Stock,2025-07-01 10:36:00.385413,2025-09-06 09:55:39.414883,"limited,exclusive,eco-friendly,home"
PRDGWN5OICI,FAS-6J6D6Z,Advanced Jewelry Solution,Growth where body team my add. Create information require traditional commercial simple alone.,Fashion,Jewelry,KingX,644.32,435.29,647.3315072694905,USD,800.0,65.0,SUPAN3561,1.59,45x10x25,4.29,16.0,False,True,Active,2025-09-30 10:44:43.291716,2025-10-23 04:34:48.098358,"eco-friendly,jewelry"
PRDJ0F0SMMU,BOO-HG4LJI,NA,Specific perform what state. Hair explain year life newspaper. Show system today.,Books & Media,Music,CollinsTech,7.18,3.0,6.197670729583293,USD,493.0,26.0,SUP1PQEQB,18.69,40x17x28,4.23,195.0,False,True,Active,2025-06-28 19:01:50.789425,2025-10-04 13:37:59.499902,"exclusive,books-&-media"
PRD1XK6NQRT,ELE-7IJFFT,Modern Phones System,While true will government. State material side few.,Electronics,Phones,CollinsTech,1124.71,664.86,1251.5908196300759,USD,36.0,49.0,SUP4YP5XC,14.17,7x43x30,4.59,187.0,False,True,Low Stock,2025-02-16 16:18:11.956761,2025-09-30 03:52:55.900844,"new,eco-friendly,limited,electronics"
PRD4LYH6I08,FAS-5D1DKQ,Professional Jewelry Product,More program recognize since leave nice hundred.,Fashion,Jewelry,PrimeWright,44.4,25.99,44.03629931676302,USD,690.0,26.0,SUPK2C8FT,13.88,77x25x19,4.09,54.0,False,False,Active,2025-03-15 05:28:27.963139,,"eco-friendly,sale,new,fashion"
PRD6N53K3OA,,Essential Wearables System,They body series better fast language. Thank American call TV.,Electronics,Wearables,MaxMcdonald,753.58,365.39,774.2095592589274,USD,574.0,100.0,SUP4S33JF,14.24,87x76x24,4.37,67.0,False,True,Active,2025-04-26 07:17:21.840154,2025-11-23 12:50:28.459982,"sale,exclusive,popular,new,wearables"
PRDCIBAZG42,HEA-GPZVZJ,Professional Personal Care Product,Building across federal inside. Computer small often option positive environment deep project. Value man member gas employee skin practice.,Health,Personal Care,OrtegaX,169.74,107.5,161.98165158013674,USD,820.0,61.0,SUP246QO1,2.6,28x77x5,3.75,324.0,False,False,Active,2025-02-25 14:55:53.422982,2025-07-10 19:19:49.728975,"eco-friendly,exclusive,new,sale,health"
PRDNGXMVCYU,BOO-MGTSRA,Professional Games Solution,Recent red meet seem artist baby wrong price. Such citizen wait anyone task moment up. My system four serious director above.,Books & Media,Games,ZenAnderson,17.54,8.88,18.37271908934257,USD,840.0,23.0,SUPCAPDHB,1.39,60x94x28,3.96,324.0,False,False,Active,2025-01-02 10:24:40.585259,2025-02-17 09:21:42.524164,"popular,sale,books-&-media"
PRD4LV3FB1D,FAS-4WRD25,Premium Shoes Product,Move rule eye she write institution. And nature sit movement subject east yard. Eat address early story.,Fashion,Shoes,MurrayCo,402.37,227.52,333.1348652180867,USD,131.0,74.0,SUP6STMG1,8.62,33x5x30,4.16,,True,False,Active,,2025-11-30 01:07:08.538569,"eco-friendly,new,popular,shoes"
PRD3SPWP8FL,HEA-0Y1NPM,Deluxe Supplements Product,Student challenge so friend.  ,Health,Supplements,WebsterPlus,15.91,7.29,13.660154955508322,USD,631.0,32.0,SUP5I421C,19.88,17x67x32,4.93,27.0,False,True,Active,2025-02-12 08:09:50.501666,2025-04-28 00:34:55.923914,"limited,exclusive,sale,eco-friendly,health"
PRDLGA4G1ZO,HOM-XR6MZZ,Deluxe Bedding Set,Even method image only. Break program manage other school issue another. Score natural sure majority beat especially group friend. Current woman night.,Home,Bedding,PrimeWright,719.53,322.99,592.458880213991,USD,,37.0,SUPI3HFDH,5.79,45x18x8,3.33,440.0,False,True,Out of Stock,2025-05-28 15:03:06.845406,2025-08-01 11:57:56.009730,"LIMITED,POPULAR,BEDDING"
PRD7M0KGX4Z,FAS-3U1QIX,Ultra Shoes Product,Boy wear character new air which. Become task financial American who meeting. Spring tree left personal red turn although. Treatment sing top official different.,Fashion,Shoes,GillWorks,38.88,-978.9312760274804,42.91563672472261,USD,377.0,77.0,SUPXHF99T,0.44,56x84x19,3.07,461.0,False,False,Active,2025-07-30 06:38:34.930629,2025-09-20 22:41:36.265023,"new,sale,fashion"
PRDVC614CO8,HEA-FPV70P,Classic Medical Product,Meet reflect day peace explain seek. Hit song identify leg fall enter show. Authority site rich.,Health,Medical,MurrayCo,16.66,9.95,18.653560797216002,USD,287.0,57.0,SUP2UV30I,1.71,59x71x19,4.27,288.0,False,False,Active,,2025-06-18 18:00:34.990301,"exclusive,medical"
PRDSZZ9C196,,Smart Clothing Solution,Run raise wife low audience skill fine.,Fashion,Clothing,MaxTorres,776.01,400.09,823.7224475958877,USD,37.0,48.0,SUPH1ZKQ2,3.09,57x97x16,2.55,,False,False,Active,2024-12-29 06:19:27.356556,2025-08-21 12:12:01.498896,"exclusive,limited,sale,new,fashion"
PRDCVAN014D,HEA-DJEXTR,Smart Supplements Product,Which ago book feel industry across. Heart ball as fine card within. Behind board wind a clearly.,Health,Supplements,CoreKnapp,35.72,24.61,40.82683332268208,USD,145.0,86.0,SUPACDUN6,11.18,17x27x46,3.44,18.0,False,False,Discontinued,2025-03-19 13:16:30.447684,2025-08-18 09:17:17.692534,"limited,sale,popular,eco-friendly,health"
PRDD4C03W3E,HEA-DR7O0I,Eco Medical Item,Into east heart truth. Very whom note near end wrong.,Health,Medical,PrimeWright,215.59,126.5,211.93630618308836,USD,669.0,94.0,SUP6C629X,1.93,48x10x41,3.55,36.0,False,False,Active,2025-05-20 13:11:21.770480,2025-12-04 08:37:15.018852,"popular,eco-friendly,health"
PRD0PIACLYM,HOM-SI6XCG,  Classic Kitchen System,Candidate also lot event compare nor. Term baby sign no voice word. Now today social.,Home,Kitchen,RamosLabs,1249.81,563.47,1152.642308513275,USD,419.0,33.0,SUPBUNL2L,17.12,54x64x19,4.38,297.0,True,False,Active,2025-03-05 14:13:37.275535,2025-03-15 17:27:07.892549,"popular,new,limited,sale,home"
PRD6IXZLV9Q,ELE-968WXF,Ultra Cameras Unit,Spring nor source.,Electronics,Cameras,PrimeWright  ,1783.83,825.4,,USD,460.0,30.0,SUPV6OKE4,14.45,81x34x30,3.85,136.0,False,False,Low Stock,2025-07-21 05:05:52.844393,2025-10-16 08:54:05.192318,"sale,new,exclusive,electronics"
PRDK7P7JO24,HOM-2CLWBI,Premium Lighting Kit,Finally this authority executive. Represent history reach material successful none idea. Class hospital summer take.,Home,Lighting,RandolphPlus,961.17,547.38,989.4458952985992,USD,218.0,13.0,SUPBJYG86,7.79,67x62x13,3.9,276.0,False,False,Active,2025-01-15 01:57:05.876561,2025-01-22 13:03:05.151499,"eco-friendly,exclusive,new,home"
PRD40WQ2M6F,HOM-GQ9YAS,Classic Bedding Kit,Interest professional six too wind. Suggest wear degree increase. Security director indicate.,Home,Bedding,MoralesCo,1092.76,486.02,1016.1548157712598,USD,673.0,34.0,SUPPTPKZ3,0.5,98x56x21,3.97,167.0,False,False,Active,2025-09-30 10:04:09.095531,2025-10-22 08:04:10.506797,"limited,sale,bedding"
PRDLIFHV5CI,ELE-FP4RJE,Modern Phones Kit,Image learn I star. Approach property else culture TV.,Electronics,Phones,RobinsonPlus,833.02,452.39,827.087570600732,USD,830.0,,SUP08MA0P,13.71,31x13x11,4.34,123.0,False,False,Active,2025-11-15 20:42:37.590966,2025-11-25 12:55:20.933043,"exclusive,phones"
PRDVHAOZATO,HOM-FAGYET,Eco Lighting Kit,Everybody social experience we experience. Although Democrat question. Nothing follow high family.,Home,Lighting,PrimeMorrison,689.94,454.32,703.8084112879251,USD,750.0,60.0,SUP85N40N,13.93,99x47x43,2.67,66.0,False,True,Active,2025-07-06 05:30:12.640940,2025-10-16 18:29:31.776934,"sale,exclusive,limited,lighting"
PRD5K65VNE7,FAS-ZIL1BM,Modern Clothing Product,ScIeNTIST PerfORMaNce WhOsE Her CoLd NeXT HOpe. diFfICUlt NOw bUILDInG GRoUP yeT cENTeR thRouGh aBove. cONTaIN COlor GRouP HOtel OuR wAtEr REpOrt.,Fashion,Clothing,MaxTorres,467.6,,379.7803205280213,USD,884.0,45.0,SUPAO0XEB,1.87,74x21x37,3.37,8.0,False,False,Active,2025-08-13 05:24:58.231280,2025-11-12 20:44:55.363412,"exclusive,fashion"
PRD76T69VV8,HOM-H00S4D,Classic Kitchen Set,Day go attack point. Would control central morning edge out environment. Red west wear look most green statement. Almost smile ball.,Home,Kitchen,ZenAnderson,1374.58,579.88,1463.343699336719,,643.0,15.0,SUPPSUBN0,15.38,8x39x17,4.82,142.0,False,False,Active,2025-08-08 05:06:50.991548,2025-08-25 02:37:09.341456,"sale,eco-friendly,popular,exclusive,kitchen"
PRDBVL8O5UI,HEA-E11EQ6,Modern Fitness Item,Expect lawyer money space natural significant food. Floor thus ever wish service.,Health,Fitness,GutierrezPlus,123.64,54.19,142.26662267901008,USD,827.0,65.0,SUPAFETJ3,2.31,95x62x18,2.82,0.0,False,True,Low Stock,2025-04-19 07:11:41.926635,2025-05-08 19:26:06.664944,"popular,eco-friendly,exclusive,fitness"
PRD0AB25KFJ,ELE-JC2GU7,Essential Computers Module,Then fire manage by.,  Electronics,Computers,BlairCo,1985.5567593252895,31.39,67.63303626395621,USD,439.0,23.0,SUPI7WLMY,18.05,71x6x5,3.33,469.0,False,False,Low Stock,2025-08-05 18:58:07.432846,2025-09-17 09:16:57.389696,"new,exclusive,sale,computers"
PRDVNFMCN6Q,HOM-58T1Z0,Deluxe Kitchen Kit,Miss cut west possible. Despite identify difference few ahead. Night upon building happen.,Home,Kitchen,EliteBailey,100.05,43.22,115.77487288337089,USD,816.0,58.0,SUPZSRKJ0,19.16,10x53x14,4.28,12.0,False,,Active,2025-10-24 18:23:46.235022,2025-12-19 11:59:20.612969,"limited,sale,kitchen"
PRDBOQXMGVY,BOO-6UJ6FZ,Eco Games Product,Street candidate card amount guess will. City challenge fish major. Let world senior month big after.,Books & Media,Games,Umbrella,30.11,12.39,33.147089610723036,USD,388.0,80.0,SUPD9K4Z0,8.8,68x80x20,4.74,460.0,False,False,Low Stock,2025-05-10 21:13:20.583729,2025-05-18 00:14:27.899698,"new,popular,games"
PRDSK6MCJVL,FAS-VWE6C9,Premium Jewelry Solution,Must simply theory answer security. Office see easy expect. South group pass player.,Fashion,Jewelry,ZenGonzalez,96.62,65.51,93.64982372715951,USD,528.0,52.0,SUP31CC9Y,7.12,89x29x6,3.3,313.0,False,False,Discontinued,2025-09-17 13:07:47.036658,2025-11-21 01:08:20.443538,"sale,jewelry"
PRDDB83HPBO,ELE-TXONL5,Essential Phones Device,Hair receive year to major test. Day control society sister woman style game. Whether college bar environmental measure dark.,Electronics,Phones,BlairCo,316.49,172.23,336.2801904533144,USD,488.0,88.0,SUP9DA7FU,11.26,76x16x29,2.7,345.0,False,False,Active,2025-08-25 09:24:57.251469,2025-10-18 21:03:22.651139,"popular,eco-friendly,exclusive,electronics"
PRDBYFBO5N7,HEA-89R2XG,Eco Personal Care Solution,Say relationship too million and. Prove be research recently safe week social.,Health,Personal Care,HullHub,190.43,86.72,203.6154413903244,USD,990.0,25.0,SUPOZLW1Y,15.72,48x43x32,3.52,21.0,False,False,Active,2025-10-05 17:31:27.025584,2025-11-30 09:44:08.820678,"sale,new,popular,limited,personal-care"
PRD5JTOLF0R,FAS-HR3NJP,Professional Jewelry Solution,Once produce crime rate up. Beat information yourself fire heavy.,Fashion,,MoralesCo,44.61,20.5,43.56604388903012,USD,14.0,52.0,SUP36TD7O,18.37,62x73x38,3.53,277.0,False,True,Active,2025-05-16 07:23:27.380311,2025-12-11 19:32:52.776284,"limited,popular,sale,jewelry"
PRDBJB2CRHX,HOM-4T6D4W,Professional Storage System,Few could each low capital physical. Particular more recognize account will east be. Lead why position military it star successful. Perhaps size read board trade several.,Home,Storage,WebsterPlus,284.33,186.5,289.5613860286638,USD,935.0,39.0,SUP2AH37S,0.54,53x52x12,4.17,473.0,False,False,Active,2025-10-31 13:07:11.924889,2025-11-18 06:19:48.244191,"eco-friendly,home"
PRDCI0FCYH0,BOO-ZX4GZ7,Eco Movies Item,Various street star side clear writer care. Bar moment bad let. Give main on close sound huge.,Books & Media,Movies,FordTech,6.38,3.59,5.465556188631054,USD,67.0,75.0,SUPX69MD1,5.52,100x93x20,5.0,155.0,False,True,Active,2025-09-25 07:11:32.440894,2025-11-18 00:23:56.449903,"exclusive,limited,books-&-media"
PRDDJN6SKA6,HOM-MI7T50,Essential Bedding Kit,Boy building sign decide director run. Lose whether outside lot Democrat bed. Receive eye they reflect like.  ,Home,Bedding,EliteWelch,394.85,271.09,473.03658969482245,USD,316.0,47.0,SUPS65KTH,8.14,6x27x27,3.45,0.0,True,False,Active,2025-04-22 19:00:49.664989,2025-05-06 22:20:04.248447,"exclusive,popular,sale,bedding"
PRDVXFJZ3P0,HEA-4U55C8,NA,Whom budget certainly year. Let could mind agent play.,Health,Medical,MaxThomas,279.03,118.59,246.52051331110798,USD,253.0,20.0,SUPYKX9VH,2.63,72x95x31,3.42,492.0,False,False,Active,2025-05-11 02:46:13.090530,2025-07-01 15:25:46.302090,"limited,health"
PRDBFCP4OZ5,ELE-M779FK,Essential Cameras Module,Media TV fund west provide score.,Electronics,Cameras,OrtegaX,819.75,485.27,750.7646904068068,USD,946.0,11.0,SUPLTVQJ8,6.55,11x44x39,,173.0,False,True,Active,2025-07-18 02:36:39.095035,2025-08-06 22:46:18.980060,"sale,cameras"
PRDVDN26OF4,FAS-23PAAN,Professional Bags Product,Trip partner mission beautiful however. Top quite quickly identify over. A when father although heart.,Fashion,Bags,GutierrezPlus,472.8,254.22,520.3506224940819,USD,100.0,18.0,SUP3647KF,15.69,40x45x42,,9.0,True,False,Active,2025-09-21 02:21:00.811937,2025-10-01 07:22:07.051731,"limited,bags"
PRD6TETW3R9,FAS-X8M785,Deluxe Shoes Solution,Determine range still movement section board. Agree every run can. Anyone movie open activity she range. Court evening sea be order.,Fashion,Shoes,CoreHale,189.09,94.18,173.31552104316398,USD,196.0,35.0,SUPBJ4YT5,12.72,37x12x24,3.47,364.0,False,False,Active,2025-07-09 10:22:55.932019,2025-09-06 23:44:01.729707,"sale,eco-friendly,shoes"
